heart0,heart1,heart2,level,mets,calories,active,sedentary,output
108,110,112,1,26,2.205840111,0,0,0.0
112,114,116,0,12,1.018079996,1,1,0.0
111,109,110,0,12,1.018079996,1,1,0.0
109,111,110,1,24,2.036159992,0,0,0.0
111,112,107,0,12,1.018079996,1,1,0.0
108,109,110,1,25,2.121000051,0,0,0.0
111,111,112,0,12,1.018079996,1,1,0.0
110,115,114,1,34,2.884560108,0,0,0.0
113,115,113,0,13,1.102920055,1,1,0.0
110,107,106,0,13,1.102920055,1,1,0.0
107,110,110,0,13,1.102920055,1,1,0.0
114,115,112,0,13,1.102920055,1,1,0.0
111,108,109,0,13,1.102920055,1,1,0.0
108,106,107,0,12,1.018079996,1,1,0.0
108,109,108,0,12,1.018079996,1,1,0.0
107,107,106,0,12,1.018079996,1,1,0.0
105,105,104,0,12,1.018079996,1,1,0.0
103,105,106,0,13,1.102920055,1,1,0.0
107,109,109,0,13,1.102920055,1,1,0.0
110,109,108,0,13,1.102920055,1,1,0.0
110,114,116,0,12,1.018079996,1,1,0.0
116,115,114,0,13,1.102920055,1,1,0.0
111,108,108,0,13,1.102920055,1,1,0.0
109,107,104,0,13,1.102920055,1,1,0.0
105,106,104,0,13,1.102920055,1,1,0.0
103,103,105,0,13,1.102920055,1,1,0.0
106,109,105,0,13,1.102920055,1,1,0.0
104,105,106,0,13,1.102920055,1,1,0.0
107,105,99,0,13,1.102920055,1,1,0.0
91,101,108,0,13,1.102920055,1,1,0.0
108,110,108,0,13,1.102920055,1,1,0.0
109,107,108,0,13,1.102920055,1,1,0.0
109,105,105,0,13,1.102920055,1,1,0.0
103,107,109,1,30,2.545200109,0,0,0.0
108,105,104,0,13,1.102920055,1,1,0.0
105,106,107,0,12,1.018079996,1,1,0.0
107,110,112,0,12,1.018079996,1,1,0.0
110,109,109,0,12,1.018079996,1,1,0.0
70,81,83,0,10,0.848399997,0,1,0.0
82,80,78,0,10,0.848399997,0,1,0.0
79,79,79,0,10,0.848399997,0,1,0.0
76,77,76,0,10,0.848399997,0,1,0.0
77,79,81,0,10,0.848399997,0,1,0.0
80,81,80,0,10,0.848399997,0,1,0.0
79,78,78,0,10,0.848399997,0,1,0.0
79,78,70,0,10,0.848399997,0,1,0.0
76,80,70,0,10,0.848399997,0,1,0.0
81,89,76,0,10,0.848399997,0,1,0.0
76,76,77,0,10,0.848399997,0,1,0.0
79,80,79,0,10,0.848399997,0,1,0.0
78,78,79,0,10,0.848399997,0,1,0.0
78,79,77,0,10,0.848399997,0,1,0.0
76,76,75,0,10,0.848399997,0,1,0.0
76,78,77,0,10,0.848399997,0,1,0.0
79,80,79,0,10,0.848399997,0,1,0.0
79,78,75,0,10,0.848399997,0,1,0.0
74,74,72,0,10,0.848399997,0,1,0.0
71,71,72,0,10,0.848399997,0,1,0.0
73,74,77,0,10,0.848399997,0,1,0.0
79,79,79,0,10,0.848399997,0,1,0.0
79,80,83,0,10,0.848399997,0,1,0.0
86,87,86,0,10,0.848399997,0,1,0.0
87,88,85,0,10,0.848399997,0,1,0.0
84,83,81,0,10,0.848399997,0,1,0.0
80,80,80,0,10,0.848399997,0,1,0.0
80,80,81,0,10,0.848399997,0,1,0.0
82,81,82,0,10,0.848399997,0,1,0.0
81,77,73,0,10,0.848399997,0,1,0.0
73,72,73,0,10,0.848399997,0,1,0.0
75,77,78,0,10,0.848399997,0,1,0.0
79,80,81,0,10,0.848399997,0,1,0.0
80,81,81,0,10,0.848399997,0,1,0.0
81,83,83,0,10,0.848399997,0,1,0.0
86,89,92,0,10,0.848399997,0,1,0.0
97,100,102,0,10,0.848399997,0,1,0.0
106,109,107,0,10,0.848399997,0,1,0.0
104,103,102,0,10,0.848399997,0,1,0.0
103,111,111,0,10,0.848399997,0,1,0.0
110,108,107,0,10,0.848399997,0,1,0.0
105,100,97,0,10,0.848399997,0,1,0.0
96,94,91,0,10,0.848399997,0,1,0.0
87,85,86,0,10,0.848399997,0,1,0.0
88,79,73,0,10,0.848399997,0,1,0.0
73,74,75,0,10,0.848399997,0,1,0.0
77,80,81,0,10,0.848399997,0,1,0.0
80,81,83,0,10,0.848399997,0,1,0.0
84,83,85,0,10,0.848399997,0,1,0.0
85,83,83,0,10,0.848399997,0,1,0.0
82,83,82,0,10,0.848399997,0,1,0.0
81,80,80,0,10,0.848399997,0,1,0.0
81,81,77,0,10,0.848399997,0,1,0.0
79,78,77,0,10,0.848399997,0,1,0.0
77,76,76,0,10,0.848399997,0,1,0.0
75,73,72,0,10,0.848399997,0,1,0.0
71,69,71,0,10,0.848399997,0,1,0.0
70,70,73,0,10,0.848399997,0,1,0.0
74,73,71,0,10,0.848399997,0,1,0.0
71,70,70,0,10,0.848399997,0,1,0.0
72,72,73,0,10,0.848399997,0,1,0.0
76,74,73,0,10,0.848399997,0,1,0.0
72,72,73,0,10,0.848399997,0,1,0.0
72,72,71,0,10,0.848399997,0,1,0.0
71,72,71,0,10,0.848399997,0,1,0.0
68,68,68,0,10,0.848399997,0,1,0.0
69,70,71,0,10,0.848399997,0,1,0.0
73,74,75,0,10,0.848399997,0,1,0.0
76,74,75,0,10,0.848399997,0,1,0.0
76,77,78,0,10,0.848399997,0,1,0.0
79,81,84,0,10,0.848399997,0,1,0.0
87,90,94,0,10,0.848399997,0,1,0.0
98,102,106,0,10,0.848399997,0,1,0.0
109,110,116,0,10,0.848399997,0,1,0.0
121,127,131,0,10,0.848399997,0,1,0.0
133,136,138,0,10,0.848399997,0,1,0.0
141,143,143,0,10,0.848399997,0,1,0.0
143,143,141,0,10,0.848399997,0,1,0.0
137,134,136,0,10,0.848399997,0,1,0.0
124,107,108,0,10,0.848399997,0,1,0.0
109,108,108,0,10,0.848399997,0,1,0.0
109,120,135,0,10,0.848399997,0,1,0.0
137,136,135,0,10,0.848399997,0,1,0.0
133,133,133,0,10,0.848399997,0,1,0.0
137,138,138,0,10,0.848399997,0,1,0.0
140,143,146,0,10,0.848399997,0,1,0.0
150,153,155,0,10,0.848399997,0,1,0.0
157,162,165,0,10,0.848399997,0,1,0.0
168,169,170,0,10,0.848399997,0,1,0.0
172,173,173,0,10,0.848399997,0,1,0.0
176,175,177,0,10,0.848399997,0,1,0.0
168,98,76,0,10,0.848399997,0,1,0.0
77,77,77,0,10,0.848399997,0,1,0.0
78,79,78,0,10,0.848399997,0,1,0.0
78,77,75,0,10,0.848399997,0,1,0.0
70,68,70,0,10,0.848399997,0,1,0.0
71,71,71,0,10,0.848399997,0,1,0.0
73,74,75,0,10,0.848399997,0,1,0.0
76,78,81,0,10,0.848399997,0,1,0.0
80,78,77,0,10,0.848399997,0,1,0.0
76,74,72,0,10,0.848399997,0,1,0.0
71,70,71,0,10,0.848399997,0,1,0.0
71,72,73,0,10,0.848399997,0,1,0.0
74,75,76,0,10,0.848399997,0,1,0.0
78,78,77,0,10,0.848399997,0,1,0.0
78,80,82,0,10,0.848399997,0,1,0.0
83,83,82,0,10,0.848399997,0,1,0.0
83,85,87,0,10,0.848399997,0,1,0.0
88,89,88,0,10,0.848399997,0,1,0.0
88,88,88,0,10,0.848399997,0,1,0.0
89,91,94,0,10,0.848399997,0,1,0.0
92,89,88,0,10,0.848399997,0,1,0.0
103,104,107,0,10,0.848399997,0,1,1.0
108,107,109,0,11,0.933239996,0,1,1.0
109,111,109,0,11,0.933239996,0,1,1.0
109,110,112,1,28,2.375519991,1,0,1.0
111,109,108,1,26,2.205840111,1,0,1.0
109,111,109,1,32,2.71487999,1,0,1.0
106,105,101,1,32,2.71487999,1,0,1.0
100,101,103,1,28,2.375519991,1,0,1.0
103,106,107,1,36,3.054239988,1,0,1.0
108,110,111,1,42,3.563280106,1,0,1.0
112,118,116,1,48,4.072319984,1,0,1.0
114,115,114,1,30,2.545200109,1,0,1.0
111,109,107,1,26,2.205840111,1,0,1.0
108,110,108,0,13,1.102920055,0,1,1.0
107,106,105,0,12,1.018079996,0,1,1.0
104,108,107,0,10,0.848399997,0,1,1.0
109,108,107,0,11,0.933239996,0,1,1.0
108,109,110,1,26,2.205840111,1,0,1.0
109,110,114,1,50,4.242000103,1,0,1.0
116,115,113,1,46,3.902640104,1,0,1.0
115,114,112,1,50,4.242000103,1,0,1.0
111,112,111,1,46,3.902640104,1,0,1.0
108,109,108,1,34,2.884560108,1,0,1.0
109,110,111,0,13,1.102920055,0,1,1.0
112,112,109,0,13,1.102920055,0,1,1.0
107,105,106,0,13,1.102920055,0,1,1.0
105,104,109,1,30,2.545200109,1,0,1.0
113,111,110,1,30,2.545200109,1,0,1.0
109,107,105,1,40,3.393599987,1,0,1.0
106,108,111,2,52,4.411680222,0,0,1.0
112,111,110,2,58,4.9207201,0,0,1.0
108,111,112,2,46,3.902640104,0,0,1.0
109,107,108,2,50,4.242000103,0,0,1.0
104,108,115,2,50,4.242000103,0,0,1.0
116,117,115,2,54,4.581359863,0,0,1.0
111,110,112,2,56,4.751039982,0,0,1.0
109,110,111,2,54,4.581359863,0,0,1.0
111,111,112,2,54,4.581359863,0,0,1.0
113,115,116,2,54,4.581359863,0,0,1.0
117,118,117,2,54,4.581359863,0,0,1.0
115,112,113,2,56,4.751039982,0,0,1.0
109,102,101,2,54,4.581359863,0,0,1.0
98,95,91,2,50,4.242000103,0,0,1.0
84,83,89,0,13,1.102920055,0,1,1.0
91,97,99,0,13,1.102920055,0,1,1.0
101,100,101,0,13,1.102920055,0,1,1.0
95,97,98,0,12,1.018079996,0,1,1.0
104,105,104,0,13,1.102920055,0,1,1.0
103,102,102,0,12,1.018079996,0,1,1.0
102,101,101,0,13,1.102920055,0,1,1.0
100,99,98,1,28,2.375519991,1,0,1.0
99,100,101,1,46,3.902640104,1,0,1.0
97,96,95,1,32,2.71487999,1,0,1.0
96,95,94,0,11,0.933239996,0,1,1.0
93,92,93,0,11,0.933239996,0,1,1.0
94,95,97,0,11,0.933239996,0,1,1.0
98,97,98,0,11,0.933239996,0,1,1.0
95,95,95,0,11,0.933239996,0,1,1.0
94,93,92,1,28,2.375519991,1,0,1.0
93,94,96,0,11,0.933239996,0,1,1.0
97,97,96,0,11,0.933239996,0,1,1.0
95,96,98,0,11,0.933239996,0,1,1.0
100,101,103,0,11,0.933239996,0,1,1.0
104,107,109,0,11,0.933239996,0,1,1.0
108,107,108,0,11,0.933239996,0,1,1.0
104,94,93,0,11,0.933239996,0,1,1.0
92,91,90,0,11,0.933239996,0,1,1.0
89,93,70,1,24,2.036159992,1,0,1.0
70,70,71,1,26,2.205840111,1,0,1.0
73,74,74,0,11,0.933239996,0,1,1.0
74,73,70,0,10,0.848399997,0,1,1.0
69,73,77,0,11,0.933239996,0,1,1.0
78,82,82,0,12,1.018079996,0,1,1.0
82,82,85,1,24,2.036159992,1,0,1.0
84,82,82,1,26,2.205840111,1,0,1.0
83,82,81,1,30,2.545200109,1,0,1.0
82,83,84,0,13,1.102920055,0,1,1.0
84,82,81,1,32,2.71487999,1,0,1.0
80,81,83,0,13,1.102920055,0,1,1.0
84,83,82,1,25,2.121000051,1,0,1.0
83,83,82,1,34,2.884560108,1,0,1.0
81,82,83,1,27,2.290679932,1,0,1.0
89,80,78,1,34,2.884560108,1,0,1.0
78,79,78,0,13,1.102920055,0,1,1.0
77,77,78,0,13,1.102920055,0,1,1.0
79,81,82,0,13,1.102920055,0,1,1.0
83,81,80,0,13,1.102920055,0,1,1.0
79,79,78,1,38,3.223920107,1,0,1.0
78,77,78,1,42,3.563280106,1,0,1.0
80,82,65,1,35,2.969399929,1,0,1.0
68,69,69,1,31,2.63003993,1,0,1.0
71,73,74,1,37,3.139080048,1,0,1.0
77,80,82,0,13,1.102920055,0,1,1.0
83,82,81,1,32,2.71487999,1,0,1.0
82,81,82,1,30,2.545200109,1,0,1.0
70,71,80,0,11,0.933239996,0,1,1.0
80,80,85,1,30,2.545200109,1,0,1.0
80,78,79,0,11,0.933239996,0,1,1.0
78,78,78,0,12,1.018079996,0,1,1.0
77,76,76,0,12,1.018079996,0,1,1.0
77,76,79,0,11,0.933239996,0,1,1.0
84,86,86,0,11,0.933239996,0,1,1.0
86,85,85,0,11,0.933239996,0,1,1.0
85,85,84,0,11,0.933239996,0,1,1.0
84,84,84,0,11,0.933239996,0,1,1.0
84,84,84,1,26,2.205840111,1,0,1.0
84,84,84,1,30,2.545200109,1,0,1.0
84,84,85,0,13,1.102920055,0,1,1.0
86,85,84,0,13,1.102920055,0,1,1.0
84,85,88,1,30,2.545200109,1,0,1.0
90,92,93,0,13,1.102920055,0,1,1.0
93,93,94,0,13,1.102920055,0,1,1.0
93,92,91,0,13,1.102920055,0,1,1.0
92,95,98,0,10,0.848399997,0,1,1.0
101,102,103,0,10,0.848399997,0,1,1.0
105,104,102,0,13,1.102920055,0,1,1.0
103,104,104,0,13,1.102920055,0,1,1.0
105,105,107,0,12,1.018079996,0,1,1.0
109,108,107,0,12,1.018079996,0,1,1.0
106,104,102,0,13,1.102920055,0,1,1.0
103,103,103,0,12,1.018079996,0,1,1.0
107,107,107,0,13,1.102920055,0,1,1.0
107,107,107,0,12,1.018079996,0,1,1.0
107,107,107,0,13,1.102920055,0,1,1.0
107,107,107,0,13,1.102920055,0,1,1.0
107,107,106,0,11,0.933239996,0,1,1.0
105,102,101,1,32,2.71487999,1,0,1.0
100,100,99,1,48,4.072319984,1,0,1.0
100,99,98,1,46,3.902640104,1,0,1.0
97,97,96,1,46,3.902640104,1,0,1.0
95,95,94,1,50,4.242000103,1,0,1.0
94,94,93,1,34,2.884560108,1,0,1.0
93,93,92,0,13,1.102920055,0,1,1.0
92,91,90,0,13,1.102920055,0,1,1.0
90,90,90,1,50,4.242000103,1,0,1.0
89,88,88,0,12,1.018079996,0,1,1.0
90,89,89,1,30,2.545200109,1,0,1.0
88,87,88,1,30,2.545200109,1,0,1.0
88,87,87,1,30,2.545200109,1,0,1.0
90,99,100,1,29,2.46036005,1,0,1.0
99,98,98,1,42,3.563280106,1,0,1.0
99,100,102,1,42,3.563280106,1,0,1.0
108,113,112,1,33,2.799720049,1,0,1.0
113,113,112,1,42,3.563280106,1,0,1.0
113,114,114,1,31,2.63003993,1,0,1.0
117,118,120,1,34,2.884560108,1,0,1.0
121,123,120,0,12,1.018079996,0,1,1.0
118,119,119,0,12,1.018079996,0,1,1.0
117,115,114,1,27,2.290679932,1,0,1.0
113,112,110,1,27,2.290679932,1,0,1.0
107,103,106,1,29,2.46036005,1,0,1.0
116,118,116,1,31,2.63003993,1,0,1.0
111,112,118,1,32,2.71487999,1,0,1.0
119,120,120,1,40,3.393599987,1,0,1.0
120,119,118,1,30,2.545200109,1,0,1.0
114,110,107,1,48,4.072319984,1,0,1.0
103,103,102,1,56,4.751039982,1,0,1.0
101,98,103,1,60,5.090400219,1,0,1.0
105,105,106,1,62,5.260079861,1,0,1.0
103,102,100,1,64,5.429759979,1,0,1.0
101,103,100,1,58,4.9207201,1,0,1.0
99,99,100,1,42,3.563280106,1,0,1.0
98,97,96,1,40,3.393599987,1,0,1.0
96,97,98,1,33,2.799720049,1,0,1.0
99,101,102,1,35,2.969399929,1,0,1.0
101,99,98,1,34,2.884560108,1,0,1.0
100,101,70,1,35,2.969399929,1,0,1.0
71,86,86,1,31,2.63003993,1,0,1.0
81,80,79,1,38,3.223920107,1,0,1.0
80,82,85,1,50,4.242000103,1,0,1.0
84,84,86,1,56,4.751039982,1,0,1.0
86,85,88,1,54,4.581359863,1,0,1.0
87,86,87,1,46,3.902640104,1,0,1.0
89,89,90,1,42,3.563280106,1,0,1.0
91,92,70,1,50,4.242000103,1,0,1.0
70,75,83,1,56,4.751039982,1,0,1.0
82,86,84,1,38,3.223920107,1,0,1.0
80,83,78,0,10,0.848399997,0,1,1.0
77,78,78,0,10,0.848399997,0,1,1.0
79,80,82,0,10,0.848399997,0,1,1.0
85,84,82,0,10,0.848399997,0,1,1.0
88,87,85,0,10,0.848399997,0,1,1.0
84,81,81,0,10,0.848399997,0,1,1.0
81,82,83,0,10,0.848399997,0,1,1.0
84,83,83,0,10,0.848399997,0,1,1.0
83,82,81,0,10,0.848399997,0,1,1.0
81,80,79,0,10,0.848399997,0,1,1.0
79,79,79,0,10,0.848399997,0,1,1.0
81,84,85,0,10,0.848399997,0,1,1.0
89,93,94,0,10,0.848399997,0,1,1.0
95,97,98,0,10,0.848399997,0,1,1.0
99,101,104,0,11,0.933239996,0,1,1.0
103,101,102,0,11,0.933239996,0,1,1.0
101,99,100,0,11,0.933239996,0,1,1.0
99,100,101,0,11,0.933239996,0,1,1.0
102,98,97,0,11,0.933239996,0,1,1.0
96,97,98,0,11,0.933239996,0,1,1.0
97,96,99,0,11,0.933239996,0,1,1.0
100,101,102,1,24,2.036159992,1,0,1.0
102,102,103,1,26,2.205840111,1,0,1.0
103,103,103,0,11,0.933239996,0,1,1.0
103,104,102,0,10,0.848399997,0,1,1.0
95,95,94,0,11,0.933239996,0,1,1.0
93,91,86,0,12,1.018079996,0,1,1.0
85,84,83,1,24,2.036159992,1,0,1.0
84,83,82,1,26,2.205840111,1,0,1.0
83,84,78,1,30,2.545200109,1,0,1.0
78,78,79,0,13,1.102920055,0,1,1.0
81,82,83,1,32,2.71487999,1,0,1.0
86,91,88,0,13,1.102920055,0,1,1.0
85,86,86,1,25,2.121000051,1,0,1.0
87,88,89,1,34,2.884560108,1,0,1.0
90,91,91,1,27,2.290679932,1,0,1.0
91,90,92,1,34,2.884560108,1,0,1.0
91,87,85,0,13,1.102920055,0,1,1.0
86,87,89,0,13,1.102920055,0,1,1.0
90,91,93,0,13,1.102920055,0,1,1.0
94,95,92,0,13,1.102920055,0,1,1.0
91,90,91,1,38,3.223920107,1,0,1.0
92,93,91,1,42,3.563280106,1,0,1.0
96,97,96,1,35,2.969399929,1,0,1.0
96,97,98,1,31,2.63003993,1,0,1.0
101,99,97,1,37,3.139080048,1,0,1.0
99,98,97,0,13,1.102920055,0,1,1.0
97,96,92,1,32,2.71487999,1,0,1.0
84,83,84,1,30,2.545200109,1,0,1.0
89,90,91,0,11,0.933239996,0,1,1.0
91,90,90,1,30,2.545200109,1,0,1.0
88,86,85,0,11,0.933239996,0,1,1.0
83,85,87,0,12,1.018079996,0,1,1.0
88,89,88,0,12,1.018079996,0,1,1.0
89,90,90,0,11,0.933239996,0,1,1.0
91,92,91,0,11,0.933239996,0,1,1.0
90,91,91,0,11,0.933239996,0,1,1.0
91,91,91,0,11,0.933239996,0,1,1.0
91,70,70,0,11,0.933239996,0,1,1.0
80,117,124,1,26,2.205840111,1,0,1.0
123,119,120,1,30,2.545200109,1,0,1.0
124,123,122,0,13,1.102920055,0,1,1.0
121,119,116,0,13,1.102920055,0,1,1.0
113,110,112,1,30,2.545200109,1,0,1.0
112,111,108,0,13,1.102920055,0,1,1.0
106,105,106,0,13,1.102920055,0,1,1.0
107,105,103,0,13,1.102920055,0,1,1.0
102,103,105,0,10,0.848399997,0,1,1.0
108,113,115,0,10,0.848399997,0,1,1.0
114,115,118,0,13,1.102920055,0,1,1.0
116,115,113,0,13,1.102920055,0,1,1.0
111,108,106,0,12,1.018079996,0,1,1.0
107,103,99,0,12,1.018079996,0,1,1.0
98,96,94,0,13,1.102920055,0,1,1.0
94,97,95,0,12,1.018079996,0,1,1.0
94,99,97,0,13,1.102920055,0,1,1.0
96,95,92,0,12,1.018079996,0,1,1.0
90,91,90,0,13,1.102920055,0,1,1.0
89,87,85,0,13,1.102920055,0,1,1.0
86,88,90,0,11,0.933239996,0,1,1.0
91,95,99,1,32,2.71487999,1,0,1.0
104,108,111,1,48,4.072319984,1,0,1.0
114,113,111,1,46,3.902640104,1,0,1.0
